id,key,db_path,db_name,label_zh,group,mode,source_category,status,note
item_358230136,358230136,Items.358230136,Items.358230136,Pistols.P9mm.ClaraGun,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_879325178,879325178,Items.879325178,Items.879325178,Pistols.PX4,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_798681096,798681096,Items.798681096,Items.798681096,Pistols.R33.R33_MP,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3059215197,3059215197,Items.3059215197,Items.3059215197,R-2000,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_3084233885,3084233885,Items.3084233885,Items.3084233885,R-33,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_770883049,770883049,Items.770883049,Items.770883049,SG-90,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_4180379767,4180379767,Items.4180379767,Items.4180379767,SGR-12,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_2377767548,2377767548,Items.2377767548,Items.2377767548,SMG-11,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_213595856,213595856,Items.213595856,Items.213595856,SMGs,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1854319858,1854319858,Items.1854319858,Items.1854319858,SMGs.M1SMG.Sig_Gold.M1SMG_MP,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_576354735,576354735,Items.576354735,Items.576354735,SMGs.MP5.07_SpiderTank,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3021359328,3021359328,Items.3021359328,Items.3021359328,SMGs.MP9mm.MP9mm_MP,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1594669832,1594669832,Items.1594669832,Items.1594669832,SMGs.Vector45ACP.Vector45ACP_MP,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1853148229,1853148229,Items.1853148229,Items.1853148229,SR-25,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_56535470,56535470,Items.56535470,Items.56535470,SVD,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_731023905,731023905,Items.731023905,Items.731023905,Shotguns,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1758597562,1758597562,Items.1758597562,Items.1758597562,Shotguns.ACS12,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2761969031,2761969031,Items.2761969031,Items.2761969031,Shotguns.D12.D12_MP,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_660954974,660954974,Items.660954974,Items.660954974,Shotguns.M1014.M1014_MP,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3800569903,3800569903,Items.3800569903,Items.3800569903,Shotguns.RSG12.07_People,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2933832707,2933832707,Items.2933832707,Items.2933832707,Shotguns.RSG12.RSG12_MP,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2695198272,2695198272,Items.2695198272,Items.2695198272,Shotguns.SG590.07_People,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2007879041,2007879041,Items.2007879041,Items.2007879041,Shotguns.SG590.Sig_Piledriver.07_SpiderTank,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3532138296,3532138296,Items.3532138296,Items.3532138296,SniperRifles,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_133515975,133515975,Items.133515975,Items.133515975,SniperRifles.M107.M107_MP,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2926254116,2926254116,Items.2926254116,Items.2926254116,SniperRifles.M107.Sig_Destroyer.07_SpiderTank,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2392577969,2392577969,Items.2392577969,Items.2392577969,SniperRifles.M107.Sig_Destroyer.07_SpiderTank.V2,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3639034066,3639034066,Items.3639034066,Items.3639034066,SniperRifles.SR25.ChopperSniper,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1423076648,1423076648,Items.1423076648,Items.1423076648,SniperRifles.SR25.ChopperSniper.CompanionUpgrade1,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2846081332,2846081332,Items.2846081332,Items.2846081332,SniperRifles.SR25.JordiSniper,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_242808313,242808313,Items.242808313,Items.242808313,SniperRifles.SR25.NPC,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3607956088,3607956088,Items.3607956088,Items.3607956088,SniperRifles.SR25.SR25,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_182533074,182533074,Items.182533074,Items.182533074,SniperRifles.SVD.07_People,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3726936491,3726936491,Items.3726936491,Items.3726936491,SniperRifles.SVD.NPC,weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1317933865,1317933865,Items.1317933865,Items.1317933865,Spec Ops 1911,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_2468673040,2468673040,Items.2468673040,Items.2468673040,Spec Ops Goblin,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_2417314999,2417314999,Items.2417314999,Items.2417314999,Spec Ops SMG-11,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_309961700,309961700,Items.309961700,Items.309961700,Spec Ops Vector .45 ACP,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_900578036,900578036,Items.900578036,Items.900578036,U100,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_92417902,92417902,Items.92417902,Items.92417902,Vector .45 ACP,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_2517217399,2517217399,Items.2517217399,Items.2517217399,Wildfire,weapons,both,Weapon,IMPLEMENTED_UNVERIFIED,
item_633170942,633170942,Items.633170942,Items.633170942,AssaultRifles.416,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2517217400,2517217400,Items.2517217400,Items.2517217400,AssaultRifles.416.Sig_Sprayer,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3220571774,3220571774,Items.3220571774,Items.3220571774,AssaultRifles.417,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3001183891,3001183891,Items.3001183891,Items.3001183891,AssaultRifles.ACR,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1830466541,1830466541,Items.1830466541,Items.1830466541,AssaultRifles.ACR.ULC_Biometric,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1236846366,1236846366,Items.1236846366,Items.1236846366,AssaultRifles.AK47,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_100796355,100796355,Items.100796355,Items.100796355,AssaultRifles.AK47.dlc01__withLight,custom_weapons,dlc_solo,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2418918814,2418918814,Items.2418918814,Items.2418918814,AssaultRifles.Goblin,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2468673041,2468673041,Items.2468673041,Items.2468673041,AssaultRifles.Goblin.SpecOps,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3325696339,3325696339,Items.3325696339,Items.3325696339,AssaultRifles.Goblin.dlc01_GunChicago,custom_weapons,dlc_solo,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2251719453,2251719453,Items.2251719453,Items.2251719453,AssaultRifles.Goblin.dlc01_with_Light,custom_weapons,dlc_solo,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2207476062,2207476062,Items.2207476062,Items.2207476062,AssaultRifles.OCP11,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_900578037,900578037,Items.900578037,Items.900578037,AssaultRifles.U100,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3686051368,3686051368,Items.3686051368,Items.3686051368,AssaultRifles.U100.dlc01_with_Light,custom_weapons,dlc_solo,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2234429578,2234429578,Items.2234429578,Items.2234429578,GrenadeLauncher.G106,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3139436764,3139436764,Items.3139436764,Items.3139436764,GrenadeLauncher.GL94,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3058031155,3058031155,Items.3058031155,Items.3058031155,Pistols.1911,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1317933866,1317933866,Items.1317933866,Items.1317933866,Pistols.1911.SpecOps,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_4158329682,4158329682,Items.4158329682,Items.4158329682,Pistols.1911.dlc01_With_Light,custom_weapons,dlc_solo,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_700442069,700442069,Items.700442069,Items.700442069,Pistols.357REX,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1152216776,1152216776,Items.1152216776,Items.1152216776,Pistols.D50,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2156459795,2156459795,Items.2156459795,Items.2156459795,Pistols.D50.Uplay_Gold,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_806742069,806742069,Items.806742069,Items.806742069,Pistols.D50.dlc01_with_Light,custom_weapons,dlc_solo,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_4108766497,4108766497,Items.4108766497,Items.4108766497,Pistols.M8M,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1683351324,1683351324,Items.1683351324,Items.1683351324,Pistols.M8M.Sig_Chrome,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3931946972,3931946972,Items.3931946972,Items.3931946972,Pistols.M8M.ULC_Cyberpunk,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2269372495,2269372495,Items.2269372495,Items.2269372495,Pistols.P9mm,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_879325179,879325179,Items.879325179,Items.879325179,Pistols.PX4,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3084233886,3084233886,Items.3084233886,Items.3084233886,Pistols.R33,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2797606245,2797606245,Items.2797606245,Items.2797606245,Pistols.R33.ULC_R33b,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1479791294,1479791294,Items.1479791294,Items.1479791294,SMGs.M1SMG,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1128431974,1128431974,Items.1128431974,Items.1128431974,SMGs.M1SMG.Sig_Gold,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_4258700055,4258700055,Items.4258700055,Items.4258700055,SMGs.MP5,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_4099987262,4099987262,Items.4099987262,Items.4099987262,SMGs.MP9mm,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3059215198,3059215198,Items.3059215198,Items.3059215198,SMGs.R2000,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1871022574,1871022574,Items.1871022574,Items.1871022574,SMGs.R2000.dlc01_With_Light,custom_weapons,dlc_solo,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2377767549,2377767549,Items.2377767549,Items.2377767549,SMGs.SMG11,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2417315000,2417315000,Items.2417315000,Items.2417315000,SMGs.SMG11.SpecOps,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_92417903,92417903,Items.92417903,Items.92417903,SMGs.Vector45ACP,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_309961701,309961701,Items.309961701,Items.309961701,SMGs.Vector45ACP.SpecOps,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1758597563,1758597563,Items.1758597563,Items.1758597563,Shotguns.ACS12,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2721974925,2721974925,Items.2721974925,Items.2721974925,Shotguns.D12,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3514256628,3514256628,Items.3514256628,Items.3514256628,Shotguns.M1014,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_4180379768,4180379768,Items.4180379768,Items.4180379768,Shotguns.RSG12,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1616184392,1616184392,Items.1616184392,Items.1616184392,Shotguns.RSG12.dlc01_with_Light,custom_weapons,dlc_solo,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_770883050,770883050,Items.770883050,Items.770883050,Shotguns.SG590,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2565686444,2565686444,Items.2565686444,Items.2565686444,Shotguns.SG590.Sig_Piledriver,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_340852083,340852083,Items.340852083,Items.340852083,Shotguns.SG590.dlc01_with_Light,custom_weapons,dlc_solo,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1577674928,1577674928,Items.1577674928,Items.1577674928,SniperRifles.ACE,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3745523832,3745523832,Items.3745523832,Items.3745523832,SniperRifles.M107,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2343466147,2343466147,Items.2343466147,Items.2343466147,SniperRifles.M107.Sig_Destroyer,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1853148230,1853148230,Items.1853148230,Items.1853148230,SniperRifles.SR25,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2846081333,2846081333,Items.2846081333,Items.2846081333,SniperRifles.SR25.JordiSniper,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_56535471,56535471,Items.56535471,Items.56535471,SniperRifles.SVD,custom_weapons,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1830466540,1830466540,Items.1830466540,Items.1830466540,Biometric ACR,dlc_weapons,campaign,Weapon,IMPLEMENTED_UNVERIFIED,仅测试你已拥有的 Complete Edition 内容，不授予 DLC 所有权。
item_2156459794,2156459794,Items.2156459794,Items.2156459794,Golden D50（本地物品候选）,dlc_weapons,campaign,Weapon,IMPLEMENTED_UNVERIFIED,
item_3931946971,3931946971,Items.3931946971,Items.3931946971,Cyberpunk 手枪,dlc_weapons,campaign,Weapon,IMPLEMENTED_UNVERIFIED,仅测试你已拥有的 Complete Edition 内容，不授予 DLC 所有权。
item_2797606244,2797606244,Items.2797606244,Items.2797606244,R-33B,dlc_weapons,campaign,Weapon,IMPLEMENTED_UNVERIFIED,仅测试你已拥有的 Complete Edition 内容，不授予 DLC 所有权。
item_100796354,100796354,Items.100796354,Items.100796354,AK-47（手电）,bb_weapons,dlc_solo,Weapon,IMPLEMENTED_UNVERIFIED,
item_3686051367,3686051367,Items.3686051367,Items.3686051367,U100（手电）,bb_weapons,dlc_solo,Weapon,IMPLEMENTED_UNVERIFIED,
item_4158329681,4158329681,Items.4158329681,Items.4158329681,1911（手电）,bb_weapons,dlc_solo,Weapon,IMPLEMENTED_UNVERIFIED,
item_806742068,806742068,Items.806742068,Items.806742068,D50（手电）,bb_weapons,dlc_solo,Weapon,IMPLEMENTED_UNVERIFIED,
item_1871022573,1871022573,Items.1871022573,Items.1871022573,R-2000（手电）,bb_weapons,dlc_solo,Weapon,IMPLEMENTED_UNVERIFIED,
item_1616184391,1616184391,Items.1616184391,Items.1616184391,SGR-12（手电）,bb_weapons,dlc_solo,Weapon,IMPLEMENTED_UNVERIFIED,
item_340852082,340852082,Items.340852082,Items.340852082,SG-90（手电）,bb_weapons,dlc_solo,Weapon,IMPLEMENTED_UNVERIFIED,
item_2485466735,2485466735,Items.2485466735,Items.2485466735,Spec Ops M107,bb_weapons,dlc_solo,Weapon,IMPLEMENTED_UNVERIFIED,
item_2257375190,2257375190,Items.2257375190,Items.2257375190,电池补充（奖励项实验）,supplies,both,General,IMPLEMENTED_UNVERIFIED,
item_2546636026,2546636026,Items.2546636026,Items.2546636026,停电道具,supplies,both,Tech,IMPLEMENTED_UNVERIFIED,
item_673371641,673371641,Items.673371641,Items.673371641,化学材料,supplies,both,Explosives,IMPLEMENTED_UNVERIFIED,
item_3108044763,3108044763,Items.3108044763,Items.3108044763,电子零件,supplies,both,Tech,IMPLEMENTED_UNVERIFIED,
item_4088031736,4088031736,Items.4088031736,Items.4088031736,爆炸材料,supplies,both,Explosives,IMPLEMENTED_UNVERIFIED,
item_901132570,901132570,Items.901132570,Items.901132570,专注恢复道具,supplies,both,Meds,IMPLEMENTED_UNVERIFIED,
item_3651876853,3651876853,Items.3651876853,Items.3651876853,破片手榴弹,supplies,both,Projectiles,IMPLEMENTED_UNVERIFIED,
item_2840708499,2840708499,Items.2840708499,Items.2840708499,简易爆炸装置,supplies,both,Projectiles,IMPLEMENTED_UNVERIFIED,
item_2559303206,2559303206,Items.2559303206,Items.2559303206,通讯干扰,supplies,both,Tech,IMPLEMENTED_UNVERIFIED,
item_416387092,416387092,Items.416387092,Items.416387092,诱饵,supplies,both,Projectiles,IMPLEMENTED_UNVERIFIED,
item_4292418427,4292418427,Items.4292418427,Items.4292418427,药物材料,supplies,both,Meds,IMPLEMENTED_UNVERIFIED,
item_2987530112,2987530112,Items.2987530112,Items.2987530112,感应式 IED,supplies,both,Projectiles,IMPLEMENTED_UNVERIFIED,
item_1125886109,1125886109,Items.1125886109,Items.1125886109,回收零件,supplies,both,Explosives,IMPLEMENTED_UNVERIFIED,
item_1174431968,1174431968,Items.1174431968,Items.1174431968,ctOS 扫描,supplies,both,Tech,IMPLEMENTED_UNVERIFIED,
item_519459146,519459146,Items.519459146,Items.519459146,ATMHackBoost,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_301910089,301910089,Items.301910089,Items.301910089,ATMHackBoostPlus,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3093925984,3093925984,Items.3093925984,Items.3093925984,ATMHackboostPlusSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3819978533,3819978533,Items.3819978533,Items.3819978533,ATMHackboostSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1605707491,1605707491,Items.1605707491,Items.1605707491,AttractorPTreeSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3182558545,3182558545,Items.3182558545,Items.3182558545,BatteryBaseSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_58113891,58113891,Items.58113891,Items.58113891,BatterySONYPack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3882396365,3882396365,Items.3882396365,Items.3882396365,BatteryStartPack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1380867060,1380867060,Items.1380867060,Items.1380867060,BatteryStartPack.BatteryStartPack_MP,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3064968823,3064968823,Items.3064968823,Items.3064968823,BatteryULCPack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1174782478,1174782478,Items.1174782478,Items.1174782478,BatteryUp1Pack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2539604145,2539604145,Items.2539604145,Items.2539604145,BatteryUp1Schematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_27637982,27637982,Items.27637982,Items.27637982,BatteryUp2Pack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2087252914,2087252914,Items.2087252914,Items.2087252914,BatteryUp2Schematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1019580782,1019580782,Items.1019580782,Items.1019580782,BatteryUp3Pack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2477430924,2477430924,Items.2477430924,Items.2477430924,BatteryUp3Schematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_745230648,745230648,Items.745230648,Items.745230648,BatteryUpSONYSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2463749055,2463749055,Items.2463749055,Items.2463749055,BatteryUpULCSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3123203865,3123203865,Items.3123203865,Items.3123203865,BlockersHack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1337578010,1337578010,Items.1337578010,Items.1337578010,BlockersSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_43264124,43264124,Items.43264124,Items.43264124,BridgeHack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2692462884,2692462884,Items.2692462884,Items.2692462884,BridgeSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_832384348,832384348,Items.832384348,Items.832384348,CameraHack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3014339726,3014339726,Items.3014339726,Items.3014339726,CameraHack.CameraHack_MP,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3757466468,3757466468,Items.3757466468,Items.3757466468,CameraSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3392821760,3392821760,Items.3392821760,Items.3392821760,ConstructionHack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2361476764,2361476764,Items.2361476764,Items.2361476764,ConstructionHack.ConstructionHack_MP,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_4286753304,4286753304,Items.4286753304,Items.4286753304,ConstructionSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2544919476,2544919476,Items.2544919476,Items.2544919476,DisableRCallHack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1951469224,1951469224,Items.1951469224,Items.1951469224,DisableRCallSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3779490046,3779490046,Items.3779490046,Items.3779490046,DistractionHack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3969017635,3969017635,Items.3969017635,Items.3969017635,DistractionSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3017833329,3017833329,Items.3017833329,Items.3017833329,DoorHack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_4209852821,4209852821,Items.4209852821,Items.4209852821,DoorHack.DoorHack_MP,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3331897757,3331897757,Items.3331897757,Items.3331897757,DoorSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_2752826312,2752826312,Items.2752826312,Items.2752826312,ElevatorHack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3937837568,3937837568,Items.3937837568,Items.3937837568,ElevatorSchematic,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_1406303665,1406303665,Items.1406303665,Items.1406303665,FocusPower,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3813649271,3813649271,Items.3813649271,Items.3813649271,GatesGaragesHack,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
item_3257358293,3257358293,Items.3257358293,Items.3257358293,GatesGaragesHack.GatesGaragesHack_MP,upgrades,both,TrainerItemDB,REWARD_ITEM_CANDIDATE,single-player AddItem path; persistence unverified
